
******本文件为VBC程序读取桥梁、轨道模态信息的文件，格式与MIDAS软件模态表格样式类似******

     模态号      圆频率                    频率                    周期
        24        48     -3.573973E-14     -1.037934E-03     -4.511960E-15      1.323476E-15     -4.234484E-15      1.248148E-14	
        25        48     -3.897729E-14     -8.175346E-04     -1.810044E-15      2.912282E-15     -1.362173E-15     -7.860414E-15	
        26        48     -2.325142E-14     -5.247974E-04      1.352419E-15      2.566082E-15      2.166385E-15     -2.398838E-14	
        27        48      3.889594E-15     -1.856245E-04      3.079974E-15      2.126184E-15      1.062284E-16     -3.016736E-14	
        28        48      2.945156E-14      1.699730E-04      3.701065E-15      6.435899E-16      3.469052E-15     -1.952382E-14	
        29        48      3.751302E-14      5.105308E-04      3.835976E-15     -4.924140E-16     -4.954132E-16      4.509463E-15	
        30        48      2.194772E-14      8.059153E-04      3.846409E-15     -1.748901E-15      1.856464E-18      2.703814E-14	
        31        48     -1.230916E-14      1.029990E-03      1.878391E-15     -3.840699E-15      6.288338E-16      3.927713E-14	
        32        48     -5.377975E-14      1.162928E-03     -1.554735E-15     -4.399108E-15     -4.527444E-15      4.123977E-14	
        33        48      1.760696E-15     -1.162928E-03     -3.508721E-15     -5.641348E-15      1.259120E-15      6.051813E-04	
        34        48      1.908182E-15     -5.623720E-04     -3.624110E-15     -2.412795E-15      7.836392E-16      5.869840E-04	
        35        48      3.163151E-16     -1.897437E-05     -3.315160E-15      4.044328E-15     -5.002739E-16      4.813839E-04	
        36        48     -1.815765E-15      3.644250E-04     -2.414066E-15      6.053378E-15     -8.535604E-16      2.701912E-04	
        37        48     -2.779081E-15      5.021176E-04     -1.389036E-15      3.690552E-17     -9.614870E-16      2.417347E-06	
        38        48     -1.076850E-16      3.792434E-04     -3.196940E-16     -7.036645E-15     -1.224352E-15     -2.355310E-04	
        39        48      2.155906E-15      6.916367E-05      3.069331E-16     -2.729080E-15     -6.034593E-16     -3.605677E-04	
        40        48      3.204748E-15     -2.892843E-04      5.452912E-16      1.824118E-15     -5.590058E-16     -3.298665E-04	
        41        48      2.468633E-15     -5.436079E-04      1.418916E-15      6.992592E-15     -7.953075E-16     -1.601724E-04	
        42        48      1.378768E-15     -5.865988E-04      1.917934E-15      4.299672E-16      8.463721E-16      7.769112E-05	
        43        48      7.465745E-16     -3.980334E-04      8.836587E-16     -4.196450E-15      1.886819E-15      2.865598E-04	
        44        48     -6.058127E-16     -5.197425E-05     -8.204820E-16     -4.359689E-15      2.142485E-15      3.815554E-04	
        45        48     -3.252769E-15      3.134937E-04     -2.074057E-15     -3.340996E-16      1.447757E-15      3.239506E-04	
        46        48     -6.204277E-15      5.520648E-04     -2.089817E-15      5.453435E-15     -3.003126E-16      1.365861E-04	
        47        48     -6.486526E-15      5.682018E-04     -1.322976E-15      4.298208E-15     -7.646482E-16     -1.054008E-04	
        48        48     -3.148336E-15      3.556465E-04     -1.180895E-15     -2.550524E-15     -6.682241E-16     -3.048337E-04	
        49        48      8.604609E-16      2.582259E-15     -8.158472E-16     -6.258292E-15     -7.822874E-16     -3.815917E-04	
        50        48      2.789469E-15     -3.556465E-04      7.774437E-17     -1.684171E-15     -1.346656E-15     -3.048337E-04	
        51        48      2.294971E-15     -5.682018E-04      8.995314E-16      5.010952E-15     -3.371043E-16     -1.054008E-04	
        52        48      2.397608E-15     -5.520648E-04      5.106292E-16      5.321980E-15      8.111941E-16      1.365861E-04	
        53        48      3.173925E-15     -3.134937E-04      1.325936E-16     -1.887208E-15      1.159255E-16      3.239506E-04	
        54        48      2.682883E-15      5.197425E-05      5.833174E-16     -5.663400E-15     -1.504315E-15      3.815554E-04	
        55        48      6.966734E-16      3.980334E-04      9.454195E-16     -3.304654E-15     -6.987493E-16      2.865598E-04	
        56        48     -9.168751E-16      5.865988E-04      6.916215E-16      5.584875E-15      6.855772E-16      7.769112E-05	
        57        48     -9.342555E-16      5.436079E-04      3.807222E-16      3.790366E-15      8.525708E-16     -1.601724E-04	
        58        48      5.980209E-16      2.892843E-04      4.833433E-16      5.999679E-16      3.470711E-16     -3.298665E-04	
        59        48      2.388264E-15     -6.916367E-05      3.153597E-16     -5.601829E-15      1.515670E-15     -3.605677E-04	
        60        48      2.747820E-15     -3.792434E-04     -6.890588E-16     -3.289181E-15      8.339916E-16     -2.355310E-04	
        61        48      7.431759E-16     -5.021176E-04     -1.309170E-15      3.303694E-15     -3.011312E-16      2.417347E-06	
        62        48     -2.081462E-15     -3.644250E-04     -1.323945E-15      3.145525E-15     -1.757388E-16      2.701912E-04	
        63        48     -2.611852E-15      1.897437E-05     -1.384757E-15      1.155884E-15      1.021679E-16      4.813839E-04	
        64        48     -2.383804E-15      5.623720E-04     -1.787836E-15     -1.294622E-15     -1.410985E-16      5.869840E-04	
        65        48     -1.331526E-15      1.162928E-03     -1.554735E-15     -4.399108E-15     -7.099999E-16      6.051813E-04	
         1        49      0.000000E+00      0.000000E+00     -6.747119E-21      0.000000E+00      0.000000E+00      0.000000E+00	
         2        49      1.498009E-16      5.851217E-15     -1.288106E-14     -2.382929E-14      6.932485E-15      3.029385E-16	
         3        49     -6.820944E-16      1.230289E-14     -4.321250E-14     -3.483652E-14      4.367540E-15      1.605448E-15	
         4        49     -2.648055E-15      1.849947E-14     -7.768716E-14     -3.228444E-14     -2.376254E-16      1.593827E-15	
         5        49     -3.330154E-15      2.259466E-14     -1.037641E-13     -1.868722E-14     -1.143884E-15     -7.264512E-16	
         6        49     -1.274204E-15      2.334124E-14     -1.120700E-13      2.247326E-15     -1.357365E-15     -3.090626E-15	
         7        49      1.848787E-15      2.101503E-14     -9.820927E-14      2.452609E-14     -1.279016E-15     -2.863120E-15	
         8        49      3.233521E-15      1.667635E-14     -6.410152E-14      4.224105E-14      3.931650E-16     -8.221057E-17	
         9        49      1.890196E-15      1.155465E-14     -1.668585E-14      5.038299E-14      7.197711E-16      2.384778E-15	
        10        49     -4.587369E-16      6.288112E-15      3.263000E-14      4.621007E-14      3.749553E-16      1.794104E-15	
        11        49     -1.423891E-15      9.170773E-16      7.201264E-14      3.082706E-14      6.234317E-16     -6.212497E-16	
        12        49     -7.363594E-16     -4.839870E-15      9.248878E-14      8.832299E-15     -2.676415E-15     -1.109609E-15	
        13        49     -1.750994E-16     -1.063452E-14      8.982966E-14     -1.473111E-14     -4.196644E-15     -6.543957E-17	
        14        49     -3.133574E-16     -1.549728E-14      6.419794E-14     -3.573687E-14     -1.271405E-15      4.397898E-16	
        15        49     -6.009418E-16     -1.866389E-14      2.038735E-14     -5.002566E-14      3.171927E-15      1.823788E-16	
        16        49     -2.162651E-16     -1.990997E-14     -3.284890E-14     -5.421983E-14      6.260429E-15     -3.739440E-16	
        17        49      0.000000E+00      0.000000E+00     -4.383586E-22      0.000000E+00      0.000000E+00      0.000000E+00	
        18        49     -5.198870E-04     -9.566415E-15     -1.510187E-14     -2.772492E-14     -1.572847E-15      8.851477E-04	
        19        49     -1.466319E-03     -1.797468E-14     -4.987202E-14     -3.873981E-14     -7.555137E-16      8.676099E-04	
        20        49     -2.027669E-03     -2.455223E-14     -8.767433E-14     -3.436752E-14      8.177624E-16      1.762478E-04	
        21        49     -1.747873E-03     -2.880373E-14     -1.146684E-13     -1.832567E-14     -1.325598E-15     -7.260144E-04	
        22        49     -6.789407E-04     -3.041865E-14     -1.216986E-13      4.581422E-15     -1.382745E-15     -1.324775E-03	
        23        49      6.857555E-04     -2.992678E-14     -1.052787E-13      2.797893E-14      3.254674E-16     -1.287672E-03	
        24        49      1.681971E-03     -2.722495E-14     -6.718672E-14      4.663963E-14     -5.028313E-16     -6.188751E-04	
        25        49      1.821751E-03     -2.261352E-14     -1.502638E-14      5.539577E-14      1.399709E-15      3.496191E-04	
        26        49      1.047017E-03     -1.609759E-14      3.944050E-14      5.118987E-14      2.613438E-15      1.128460E-03	
        27        49     -2.354048E-04     -7.814404E-15      8.310191E-14      3.449131E-14      3.321763E-16      1.318272E-03	
        28        49     -1.352443E-03      1.594417E-15      1.049901E-13      8.654106E-15     -4.901942E-16      8.088529E-04	
        29        49     -1.693607E-03      1.106927E-14      9.952048E-14     -1.941255E-14     -4.613149E-16     -1.715885E-04	
        30        49     -9.986930E-04      1.964662E-14      6.818455E-14     -4.244018E-14      1.115141E-16     -1.184978E-03	
        31        49      5.504286E-04      2.631984E-14      1.860345E-14     -5.515767E-14     -3.958782E-16     -1.830706E-03	
        32        49      2.498290E-03      3.063804E-14     -3.752112E-14     -5.539647E-14     -1.500999E-15     -1.998507E-03	
        33        49     -2.162651E-16     -1.990997E-14     -3.284890E-14     -5.421983E-14      1.394798E-15      1.360060E-14	
        34        49      9.583991E-16     -6.885294E-15     -3.367849E-14     -1.637670E-14      5.169126E-16      1.261063E-14	
        35        49      1.413421E-15      4.247585E-15     -3.296685E-14      4.004654E-14     -1.843893E-15      9.065768E-15	
        36        49      8.656223E-16      1.077512E-14     -2.967816E-14      4.665581E-14     -4.717194E-15      3.311333E-15	
        37        49     -1.662005E-16      1.101766E-14     -2.345778E-14     -5.579602E-16     -7.635736E-15     -3.037486E-15	
        38        49     -7.324730E-16      5.461757E-15     -1.462782E-14     -4.703065E-14     -9.823803E-15     -7.467343E-15	
        39        49     -1.113734E-15     -2.761308E-15     -4.445185E-15     -3.874435E-14     -1.037131E-14     -8.217872E-15	
        40        49     -1.099561E-15     -9.982066E-15      5.301391E-15      1.812056E-14     -9.031021E-15     -5.591185E-15	
        41        49     -1.095058E-15     -1.318902E-14      1.300958E-14      5.109395E-14     -6.091569E-15     -5.560573E-16	
        42        49     -1.192621E-15     -1.118826E-14      1.720685E-14      2.425615E-14     -1.967356E-15      4.315784E-15	
        43        49     -7.849962E-16     -5.295860E-15      1.716389E-14     -3.349272E-14      2.331031E-15      7.305964E-15	
        44        49      3.381576E-16      2.699124E-15      1.296598E-14     -4.890727E-14      6.150946E-15      8.078539E-15	
        45        49      1.627258E-15      1.010290E-14      5.500186E-15     -5.827948E-15      8.900923E-15      5.854647E-15	
        46        49      2.144642E-15      1.368304E-14     -3.798993E-15      4.388054E-14      9.681239E-15      7.433155E-16	
        47        49      1.961732E-15      1.120050E-14     -1.311827E-14      3.983639E-14      8.612056E-15     -5.486698E-15	
        48        49      1.488678E-15      3.410051E-15     -2.047661E-14     -1.147816E-14      5.366996E-15     -9.031315E-15	
        49        49      5.120409E-16     -5.089827E-15     -2.353279E-14     -5.017295E-14      3.494814E-16     -7.095071E-15	
        50        49     -8.313820E-16     -1.049368E-14     -2.110074E-14     -2.612810E-14     -5.293522E-15     -3.472960E-15	
        51        49     -1.834634E-15     -1.227869E-14     -1.361767E-14      2.876694E-14     -9.396238E-15      2.294186E-16	
        52        49     -1.541098E-15     -9.846270E-15     -3.276275E-15      4.784640E-14     -1.087440E-14      4.527188E-15	
        53        49     -4.432379E-16     -3.277518E-15      7.330456E-15      1.159057E-14     -9.796911E-15      8.111722E-15	
        54        49      3.423267E-16      5.154989E-15      1.557609E-14     -4.195387E-14     -6.505393E-15      8.210855E-15	
        55        49      3.751235E-16      1.164795E-14      1.944604E-14     -4.349373E-14     -1.511863E-15      4.666110E-15	
        56        49     -1.404215E-17      1.346535E-14      1.821714E-14      6.675737E-15      3.639395E-15     -8.731047E-16	
        57        49     -4.039871E-16      9.769610E-15      1.265257E-14      5.207223E-14      7.468685E-15     -6.040148E-15	
        58        49     -4.314065E-16      2.223521E-15      4.122379E-15      3.223849E-14      9.747577E-15     -8.599555E-15	
        59        49     -2.478616E-16     -5.927516E-15     -6.170102E-15     -2.655457E-14      1.096966E-14     -7.127757E-15	
        60        49     -2.427923E-16     -1.081344E-14     -1.694936E-14     -5.488772E-14      1.040860E-14     -2.389584E-15	
        61        49     -5.912703E-16     -1.038836E-14     -2.654748E-14     -1.478611E-14      8.452938E-15      3.095044E-15	
        62        49     -6.266385E-16     -4.623897E-15     -3.378342E-14      4.539953E-14      5.692670E-15      8.126089E-15	
        63        49      2.420327E-16      5.509218E-15     -3.792639E-14      4.897873E-14      2.459237E-15      1.179342E-14	
        64        49      1.261975E-15      1.811534E-14     -3.890595E-14     -9.559427E-15     -5.466838E-16      1.272335E-14	
        65        49      1.869587E-15      3.063804E-14     -3.752112E-14     -5.539647E-14     -1.986839E-15      1.206562E-14	
         1        50      0.000000E+00      0.000000E+00     -3.283854E-11      0.000000E+00      0.000000E+00      0.000000E+00	
         2        50     -1.071105E-15      4.394853E-15      8.612434E-05      1.581713E-04      2.159948E-15      2.325165E-15	
         3        50     -4.035560E-15      9.337293E-15      2.865175E-04      2.273265E-04      7.418410E-17      3.400970E-15	
         4        50     -7.029751E-15      1.405007E-14      5.110027E-04      2.076984E-04      1.926194E-17      1.789534E-15	
         5        50     -6.898792E-15      1.707678E-14      6.774742E-04      1.152185E-04      7.721759E-16     -2.430357E-15	
         6        50     -2.541830E-15      1.737958E-14      7.269202E-04     -2.055103E-05     -1.793505E-15     -5.750338E-15	
         7        50      3.140190E-15      1.508352E-14      6.344017E-04     -1.622384E-04     -1.239804E-15     -5.126783E-15	
         8        50      6.228562E-15      1.123824E-14      4.129515E-04     -2.726898E-04      4.657600E-15     -1.027866E-15	
         9        50      4.952160E-15      7.034334E-15      1.091756E-04     -3.231878E-04      6.424059E-15      3.173038E-15	
        10        50      1.047005E-15      3.057077E-15     -2.086043E-04     -2.998362E-04      7.566294E-16      3.860793E-15	
        11        50     -2.086842E-15     -5.035679E-16     -4.669939E-04     -2.065459E-04     -5.357339E-15      1.533433E-15	
        12        50     -2.992078E-15     -4.220639E-15     -6.051023E-04     -6.387056E-05     -9.318354E-15     -4.657894E-17	
        13        50     -2.737969E-15     -7.962762E-15     -5.889380E-04      9.606742E-05     -5.522865E-15     -6.098356E-16	
        14        50     -1.532885E-15     -1.108727E-14     -4.192274E-04      2.373967E-04      1.971868E-15     -1.805199E-15	
        15        50      1.202875E-15     -1.307897E-14     -1.307807E-04      3.292510E-04      5.675102E-15     -3.541816E-15	
        16        50      5.637205E-15     -1.375657E-14      2.165178E-04      3.534330E-04      6.785929E-15     -4.672181E-15	
        17        50      0.000000E+00      0.000000E+00     -3.283854E-11      0.000000E+00      0.000000E+00      0.000000E+00	
        18        50     -7.875522E-14     -5.181347E-15      8.612434E-05      1.581713E-04      7.648332E-16      1.340001E-13	
        19        50     -2.217220E-13     -9.636968E-15      2.865175E-04      2.273265E-04      1.736076E-15      1.308846E-13	
        20        50     -3.061481E-13     -1.301436E-14      5.110027E-04      2.076984E-04      9.589731E-16      2.645678E-14	
        21        50     -2.639817E-13     -1.513507E-14      6.774742E-04      1.152185E-04     -2.424091E-15     -1.093837E-13	
        22        50     -1.032150E-13     -1.591774E-14      7.269202E-04     -2.055103E-05     -1.965350E-15     -1.996697E-13	
        23        50      1.028676E-13     -1.583846E-14      6.344017E-04     -1.622384E-04     -3.284894E-16     -1.950434E-13	
        24        50      2.543519E-13     -1.472539E-14      4.129515E-04     -2.726898E-04     -2.255408E-15     -9.453334E-14	
        25        50      2.762023E-13     -1.275715E-14      1.091756E-04     -3.231878E-04     -5.220482E-16      5.218418E-14	
        26        50      1.591199E-13     -9.650260E-15     -2.086043E-04     -2.998362E-04      2.642583E-15      1.706996E-13	
        27        50     -3.522643E-14     -5.287327E-15     -4.669939E-04     -2.065459E-04      3.036396E-15      1.995971E-13	
        28        50     -2.047130E-13     -5.172957E-17     -6.051023E-04     -6.387056E-05      2.241808E-15      1.229039E-13	
        29        50     -2.570267E-13      5.460181E-15     -5.889380E-04      9.606742E-05      7.678402E-17     -2.525513E-14	
        30        50     -1.520449E-13      1.069741E-14     -4.192274E-04      2.373967E-04     -1.400780E-15     -1.795168E-13	
        31        50      8.326931E-14      1.504737E-14     -1.307807E-04      3.292510E-04     -1.485348E-15     -2.786796E-13	
        32        50      3.799974E-13      1.806781E-14      2.165178E-04      3.534330E-04     -1.440261E-15     -3.047792E-13	
        33        50      5.637205E-15     -1.375657E-14      2.165178E-04      3.534330E-04     -7.739463E-06      9.628980E-15	
        34        50      6.254220E-15     -4.553364E-15      2.221074E-04      1.078875E-04     -1.454917E-06      8.888717E-15	
        35        50      5.360631E-15      3.299330E-15      2.162333E-04     -2.697475E-04      1.436572E-05      6.344048E-15	
        36        50      2.892116E-15      7.764514E-15      1.920122E-04     -3.171236E-04      3.426465E-05      2.100160E-15	
        37        50     -4.823627E-16      7.657122E-15      1.482953E-04      2.376290E-05      5.241481E-05     -2.502193E-15	
        38        50     -3.620058E-15      3.523256E-15      8.947933E-05      3.355559E-04      6.373369E-05     -5.251563E-15	
        39        50     -6.077124E-15     -2.128868E-15      2.425019E-05      2.365191E-04      6.486646E-05     -5.562407E-15	
        40        50     -7.328128E-15     -6.879092E-15     -3.650025E-05     -1.520942E-04      5.482520E-05     -3.572683E-15	
        41        50     -7.583676E-15     -8.855397E-15     -8.216279E-05     -3.544946E-04      3.514532E-05     -1.825781E-16	
        42        50     -6.972929E-15     -7.412948E-15     -1.047945E-04     -1.228781E-04      9.522430E-06      2.900808E-15	
        43        50     -4.931263E-15     -3.624710E-15     -1.009060E-04      2.591812E-04     -1.699645E-05      4.630319E-15	
        44        50     -1.517696E-15      1.574088E-15     -7.228354E-05      3.239183E-04     -3.909933E-05      5.317113E-15	
        45        50      2.430208E-15      6.638655E-15     -2.568007E-05     -7.926240E-06     -5.234611E-05      4.174811E-15	
        46        50      5.431198E-15      9.309830E-15      2.855663E-05     -3.300665E-04     -5.411806E-05      6.798204E-16	
        47        50      7.080613E-15      7.643915E-15      7.862520E-05     -2.480978E-04     -4.418077E-05     -3.846719E-15	
        48        50      7.562181E-15      2.225844E-15      1.137288E-04      1.376235E-04     -2.474305E-05     -6.198912E-15	
        49        50      6.670326E-15     -3.378351E-15      1.263302E-04      3.548487E-04      2.139317E-15     -4.398868E-15	
        50        50      4.620993E-15     -6.697905E-15      1.137288E-04      1.376235E-04      2.474305E-05     -2.154896E-15	
        51        50      2.121406E-15     -7.926691E-15      7.862520E-05     -2.480978E-04      4.418077E-05     -3.674948E-17	
        52        50      3.412535E-16     -6.645387E-15      2.855663E-05     -3.300665E-04      5.411806E-05      2.549995E-15	
        53        50     -9.024441E-16     -2.509399E-15     -2.568007E-05     -7.926240E-06      5.234611E-05      5.346567E-15	
        54        50     -2.335973E-15      3.144738E-15     -7.228354E-05      3.239183E-04      3.909933E-05      5.597946E-15	
        55        50     -4.075682E-15      7.562424E-15     -1.009060E-04      2.591812E-04      1.699645E-05      3.199583E-15	
        56        50     -5.607743E-15      8.805632E-15     -1.047945E-04     -1.228781E-04     -9.522430E-06     -5.852550E-16	
        57        50     -6.373077E-15      6.292038E-15     -8.216279E-05     -3.544946E-04     -3.514532E-05     -4.106952E-15	
        58        50     -6.006021E-15      1.301156E-15     -3.650025E-05     -1.520942E-04     -5.482520E-05     -5.580986E-15	
        59        50     -4.641673E-15     -3.940000E-15      2.425019E-05      2.365191E-04     -6.486646E-05     -4.512837E-15	
        60        50     -2.706936E-15     -6.868397E-15      8.947933E-05      3.355559E-04     -6.373369E-05     -1.221878E-15	
        61        50     -7.286082E-16     -6.333193E-15      1.482953E-04      2.376290E-05     -5.241481E-05      2.105854E-15	
        62        50      1.708422E-15     -2.631502E-15      1.920122E-04     -3.171236E-04     -3.426465E-05      4.982411E-15	
        63        50      4.673144E-15      3.466527E-15      2.162333E-04     -2.697475E-04     -1.436572E-05      6.988903E-15	
        64        50      7.188109E-15      1.088709E-14      2.221074E-04      1.078875E-04      1.454917E-06      7.363166E-15	
        65        50      8.257435E-15      1.806781E-14      2.165178E-04      3.534330E-04      7.739463E-06      6.831377E-15	
         1        51      0.000000E+00      0.000000E+00      3.260887E-20      0.000000E+00      0.000000E+00      0.000000E+00	
         2        51     -2.089407E-04     -7.772908E-16     -6.808420E-16     -7.794497E-16     -2.136036E-14      3.544447E-04	
         3        51     -5.843315E-04     -1.513243E-15     -1.221451E-15     -1.995947E-16     -2.350529E-14      3.391797E-04	
         4        51     -7.955634E-04     -2.745817E-15     -5.570239E-16      1.553312E-15     -2.041350E-14      5.226122E-05	
         5        51     -6.633771E-04     -3.271403E-15      1.741014E-15      2.437936E-15     -8.643210E-15     -3.104421E-04	
         6        51     -2.213476E-04     -3.241828E-15      3.769713E-15      1.263960E-15      1.572216E-14     -5.360743E-04	
         7        51      3.181530E-04     -1.808777E-15      3.601256E-15     -1.917894E-15      2.748703E-14     -4.950040E-04	
         8        51      6.834278E-04      9.509934E-16      6.094832E-16     -3.757856E-15      2.362508E-14     -2.030072E-04	
         9        51      6.899772E-04      3.706892E-15     -2.549121E-15     -2.388222E-15      1.120614E-14      1.896099E-04	
        10        51      3.397352E-04      4.768100E-15     -3.566124E-15      6.809562E-16     -8.412910E-15      4.774976E-04	
        11        51     -1.774480E-04      3.452980E-15     -1.561388E-15      2.475249E-15     -2.823929E-14      5.073242E-04	
        12        51     -5.796883E-04      6.137637E-16      8.469812E-16      1.800000E-15     -2.684512E-14      2.564344E-04	
        13        51     -6.347391E-04     -1.635514E-15      2.054050E-15      5.706834E-16     -1.252025E-14     -1.586184E-04	
        14        51     -2.709114E-04     -2.566295E-15      1.903612E-15     -3.503541E-16      1.395610E-15     -5.496583E-04	
        15        51      4.054919E-04     -1.855985E-15      1.669312E-15      4.738191E-16      1.951289E-14     -7.684334E-04	
        16        51      1.204643E-03     -6.852132E-16      2.743103E-15      1.602413E-15      3.140983E-14     -8.100683E-04	
        17        51      0.000000E+00      0.000000E+00      3.280109E-20      0.000000E+00      0.000000E+00      0.000000E+00	
        18        51      1.227147E-15     -1.123358E-15     -1.492546E-15     -3.166469E-15      1.112601E-14     -1.927560E-15	
        19        51      2.811540E-15     -1.365887E-15     -5.695074E-15     -4.845611E-15      1.077689E-14     -1.276142E-15	
        20        51      3.278366E-15     -8.840696E-16     -1.086451E-14     -5.309132E-15      9.722366E-15      6.353962E-16	
        21        51      1.989861E-15      5.350517E-16     -1.551329E-14     -3.815132E-15      5.274965E-15      1.864220E-15	
        22        51      1.941309E-17      1.579387E-15     -1.780182E-14     -4.100163E-16     -5.637987E-15      1.800249E-15	
        23        51     -1.673486E-15      2.013137E-15     -1.635602E-14      3.443347E-15     -1.490348E-14      1.000223E-15	
        24        51     -1.711958E-15      1.903981E-15     -1.031985E-14      7.820908E-15     -1.535146E-14     -7.614903E-16	
        25        51     -8.197862E-16      1.215345E-15     -1.109276E-15      1.006171E-14     -6.482581E-15     -1.316415E-15	
        26        51      2.535577E-16      4.689787E-16      8.685902E-15      8.807333E-15      8.345798E-15     -5.030555E-16	
        27        51      4.110291E-16      2.981025E-16      1.542439E-14      4.910344E-15      1.526420E-14      6.390295E-17	
        28        51      3.983564E-16      8.414321E-16      1.795379E-14      4.227703E-16      1.218628E-14     -1.284134E-16	
        29        51      4.648557E-16      1.296058E-15      1.601119E-14     -3.745488E-15      4.884065E-15      1.164023E-16	
        30        51      4.560757E-16      6.915205E-16      1.069182E-14     -7.267659E-15      8.208240E-16      5.078576E-16	
        31        51     -1.614115E-16     -1.310162E-15      2.008570E-15     -1.002949E-14     -9.017773E-15      8.162216E-16	
        32        51     -8.908055E-16     -3.351898E-15     -7.840271E-15     -9.633036E-15     -1.891807E-14      4.240576E-16	
        33        51      1.204643E-03     -6.852132E-16      2.743103E-15      1.602413E-15      4.226690E-15      1.023323E-15	
        34        51      1.074756E-03     -2.056882E-16     -1.206860E-15     -1.939110E-16      3.484101E-15     -1.515480E-17	
        35        51      7.834463E-04     -5.857994E-16     -4.009504E-15     -6.416318E-16      1.932995E-15     -5.545271E-16	
        36        51      3.744679E-04     -5.412223E-16     -5.120033E-15      2.065734E-15      3.143708E-16      5.960198E-16	
        37        51     -9.075329E-05      3.920210E-16     -4.694981E-15     -1.659817E-15     -9.551910E-16      1.408148E-15	
        38        51     -5.423439E-04      1.618599E-15     -3.324728E-15     -1.093415E-15     -1.897023E-15      1.059177E-15	
        39        51     -9.124777E-04      1.924248E-15     -1.365619E-15      2.940040E-15     -2.172947E-15     -4.461018E-16	
        40        51     -1.145563E-03      7.332777E-16      1.248296E-15     -1.741270E-15     -2.962161E-15     -1.658664E-15	
        41        51     -1.206591E-03     -1.340230E-15      4.587562E-15     -1.221147E-15     -3.425835E-15     -2.137693E-15	
        42        51     -1.086397E-03     -2.608728E-15      7.266152E-15     -1.140726E-15     -1.508420E-15     -4.815286E-16	
        43        51     -8.030327E-04     -2.263189E-15      7.371027E-15      3.637819E-15      1.004779E-15      1.315004E-15	
        44        51     -3.990575E-04     -7.721292E-16      5.157423E-15      2.269371E-15      3.043409E-15      1.520148E-15	
        45        51      6.485366E-05      8.601515E-16      1.644361E-15     -3.918571E-15      3.646826E-15      1.560828E-15	
        46        51      5.190242E-04      2.179416E-15     -1.922505E-15     -3.974854E-15      3.264904E-15      9.465303E-16	
        47        51      8.952405E-04      2.588055E-15     -4.521006E-15      2.298870E-15      2.114918E-15     -4.242869E-17	
        48        51      1.136997E-03      1.563998E-15     -5.892165E-15      5.176584E-15      7.222992E-16     -1.949675E-15	
        49        51      1.207983E-03     -5.543227E-16     -5.950105E-15      2.786565E-16     -6.298355E-16     -1.993710E-15	
        50        51      1.097538E-03     -1.911045E-15     -4.617574E-15     -3.880152E-15     -1.777403E-15     -4.049806E-16	
        51        51      8.222491E-04     -1.831378E-15     -2.601768E-15     -3.513548E-15     -2.255176E-15      6.618027E-16	
        52        51      4.234633E-04     -1.292662E-15     -2.790390E-16      2.461209E-15     -2.454937E-15      5.418886E-16	
        53        51     -3.892415E-05     -7.839203E-16      2.214746E-15      4.267914E-15     -2.328234E-15      8.676026E-16	
        54        51     -4.954654E-04      2.258344E-16      4.217832E-15     -1.530168E-16     -1.494844E-15      1.400664E-15	
        55        51     -8.775908E-04      1.753294E-15      4.737805E-15     -3.649895E-15      1.863475E-16      1.493305E-15	
        56        51     -1.127907E-03      2.658069E-15      3.877347E-15     -1.176016E-15      1.741016E-15      1.285867E-16	
        57        51     -1.208819E-03      1.689069E-15      2.008708E-15     -1.545321E-15      2.152605E-15     -1.944884E-15	
        58        51     -1.108173E-03     -1.057519E-15     -6.583959E-17      7.287351E-15      1.810733E-15     -2.777951E-15	
        59        51     -8.410867E-04     -2.941675E-15     -1.784879E-15      1.653305E-15      1.902608E-15     -6.524796E-16	
        60        51     -4.476740E-04     -2.067158E-15     -3.395024E-15     -5.318955E-15      1.675033E-15      2.238753E-15	
        61        51      1.297671E-05      3.090865E-16     -4.884045E-15     -5.204797E-15      1.253421E-15      2.023232E-15	
        62        51      4.716784E-04      1.336456E-15     -5.938316E-15     -3.248112E-16      9.482695E-16      5.440044E-17	
        63        51      8.595368E-04      6.875625E-16     -6.636384E-15      9.051444E-15      5.730911E-16     -1.144883E-15	
        64        51      1.118298E-03     -8.582417E-16     -7.272168E-15      6.023468E-15      5.002219E-16     -1.882734E-15	
        65        51      1.209098E-03     -3.351898E-15     -7.840271E-15     -9.633036E-15      7.683764E-16     -3.094659E-15	
         1        52      0.000000E+00      0.000000E+00      2.794444E-20      0.000000E+00      0.000000E+00      0.000000E+00	
         2        52      5.795357E-15      7.455990E-16      5.505676E-17      3.810845E-16     -7.513345E-04     -1.037531E-14	
         3        52      1.644738E-14     -1.376106E-15      8.367932E-16      1.886572E-15     -1.116701E-03     -9.837136E-15	
         4        52      2.262542E-14     -5.897891E-15      2.916230E-15      2.743050E-15     -9.084062E-04     -8.234945E-16	
         5        52      1.824337E-14     -9.243962E-15      5.665895E-15      3.329993E-15     -2.334540E-04      9.696858E-15	
         6        52      5.252932E-15     -8.547986E-15      7.601294E-15      1.449792E-15      5.614259E-04      1.503840E-14	
         7        52     -9.043791E-15     -4.431575E-15      6.848094E-15     -1.673582E-15      1.067895E-03      1.271077E-14	
